queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
201,案例C71,北京王府中環,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
202,案例C73,广州黄埔花厅坊,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
203,案例C74,深圳万象天地MXTR街区,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
204,案例C75,南京JLC金陵中環,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
205,案例C76,杭州天目里,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
206,案例C77,京都车站（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
207,案例C78,苏州中環,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
208,案例C79,东京Hibiya OKUROJI（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
209,案例C80,洛杉矶大中央市场（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
210,案例C81,胡志明咖啡公寓（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
211,案例C82,东京麻布台Hills（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
212,案例C83,东京代官山Forestgate（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
213,案例C84,京都新风馆（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
214,案例C85,上海永源路商业更新,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
215,案例C86,重庆观音桥好吃街,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
216,案例C87,广州永庆坊,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
217,案例C88,广州万菱汇,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
218,案例C89,纽约洛克菲勒中心（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
219,案例C90,东京宫下公园MIYASHITA PARK（海外）,三、街区/滨河/历史文化街区,待核验,高,P1,B009,未开始,未整理,
220,案例B16,耐克TOMA街头足球赛（北京798）,二、城市级概念/产业文商旅,待核验,高,P1,B009,未开始,未整理,
221,案例B17,西安小寨原力场,二、城市级概念/产业文商旅,待核验,高,P1,B009,未开始,未整理,
222,案例B18,LV路易号（上海）,二、城市级概念/产业文商旅,待核验,高,P1,B009,未开始,未整理,
223,案例B19,上海国际电影节,二、城市级概念/产业文商旅,待核验,高,P1,B009,未开始,未整理,
224,案例B21,厦门万象城二期,二、城市级概念/产业文商旅,待核验,高,P1,B009,未开始,未整理,
225,案例B22,顺德万象汇,二、城市级概念/产业文商旅,待核验,高,P1,B009,未开始,未整理,
